uid,name,six_symbol,isin,lei,street,zip,city,lon,lat,geocode_query,seat_basis,noga_group,consolidation_basis,revenue,revenue_currency,revenue_type,revenue_unit,profit,profit_currency,profit_unit,core_products,products_url,founding_year,founding_year_source,employees,fiscal_year,report_url,note,researched
CHE105934376,Banque Cantonale Vaudoise,BCVN,CH0531751755,K1MOBB3OPSBBQO554R76,Place Saint-François 14,1003,Lausanne,6.634273,46.519127,"Place Saint-François 14, 1003 Lausanne",hq,finanz,total_group,1149.9,CHF,operating_income,1000000,429.7,CHF,1000000,"Universalbank mit Alltagsbanking, Hypotheken- und Vorsorgeberatung, Firmenkundengeschäft (Finanzierungen, Treasury) und Private Banking/Vermögensverwaltung im Kanton Waadt.",https://www.bcv.ch/en/home/la-bcv.html,1845,https://mobile.bcv.ch/content/dam/bcv/fichiers/publications/publications-institutionnelles/rapports/ra-et-rse/rapports-annuels-et-intermediaires/2025/2025_rapport-annuel-bcv_en_web.pdf,2083,2025,https://mobile.bcv.ch/content/dam/bcv/fichiers/publications/publications-institutionnelles/rapports/ra-et-rse/rapports-annuels-et-intermediaires/2025/2025_rapport-annuel-bcv_en_web.pdf,Effektivbestand 2'083 ist in Vollzeitäquivalenten ausgewiesen ('full-time-equivalent employees'); eine separate Kopfzahl nennt der Bericht nicht. Minderheitsanteile am Konzerngewinn sind mit '-0.0' Mio. CHF verschwindend gering; 'Net profit attributable to BCV shareholders' entspricht praktisch dem gesamten 'Net profit'.,yes
CHE-106.118.646,BARRY CALLEBAUT AG,BARN,CH0009002962,213800Y5RWKLDPUTT265,HARDTURMSTRASSE 181,8005,ZURICH,8.510482,47.393448,"HARDTURMSTRASSE 181, 8005 ZURICH",hq,industrie,total_group,14788.6,CHF,net_sales,1000000,188.4,CHF,1000000,"Herstellung und Verarbeitung von Kakao sowie Produktion von Schokolade, Kakaomasse, Kakaobutter, Kakaopulver, Verbindungsschokolade (Compounds) und Füllungen für die Lebensmittelindustrie, Confiseure, Bäcker und Konditoren.",https://www.barry-callebaut.com/en/about-us,1996,https://www.barry-callebaut.com/en/about-us/our-history,13138,2025,https://www.barry-callebaut.com/system/files/2025-11/Full-Year-Results-Fiscal-Year%202024-25-EN-Barry-Callebaut-Group.pdf,"Geschaeftsjahr 2024/25, endet Ende August. Quelle ist die Ad-hoc-Mitteilung zum Gesamtjahresergebnis (Art. 53 KR) — ein separates Geschaeftsbericht-PDF war auf der Investor-Relations-Seite nicht abrufbar (403/404). Zahlen daraus: 'Sales revenue' 14'788.6 Mio. CHF, 'Net profit for the year' 188.4 Mio. CHF.",yes
CHE-108.954.470,Basellandschaftliche Kantonalbank,BLKB,CH0001473559,529900TPRILCY8WVKI23,Rheinstrasse 7,4410,Liestal,7.732167,47.486004,"Rheinstrasse 7, 4410 Liestal",hq,finanz,total_group,499.145,CHF,operating_income,1000000,189.523,CHF,1000000,"Universalbank mit Retail-, Anlage-, Vorsorge- und Unternehmerbanking (Hypotheken, Vermögensverwaltung, Firmenkundengeschäft) im Kanton Basel-Landschaft und der Region Nordwestschweiz.",https://www.blkb.ch/die-blkb/portrait/uebersicht,1864,https://www.blkb.ch/160,926,2025,https://www.blkb.ch/dam/pdf/berichte/2025/BLKB_Geschaeftsbericht_2025.pdf,"Profit ist der auf die BLKB-Aktionäre entfallende Anteil: die Erfolgsrechnung Konzern weist 'Konzerngewinn' 154.541 Mio. CHF (Total, inkl. Minderheiten) aus, davon 'Minderheitsanteile am Konzerngewinn' -34.982 Mio. CHF (negativ, primär wegen der Liquidation der Tochter Radicant) und 'Konzerngewinn (ohne Minderheiten)' 189.523 Mio. CHF, ausgewiesen im Eigenkapitalnachweis/in der Bilanz (Passiven), S. 66-67 und 107 des Geschäftsberichts. Letzterer, den BLKB-Aktionären zurechenbare Betrag wurde als 'profit' eingetragen, nicht die in der Medienberichterstattung meist zitierte Gesamtsumme 154.5 Mio. Personalbestand 926 ist der Konzern-Durchschnittsbestand in Vollzeitpensen ('Konzern auf einen Blick', S. 9); eine Kopfzahl weist der Bericht nicht aus.",yes
CHE101175068,"Basilea Pharmaceutica AG, Allschwil",BSLN,CH0011432447,391200TTZP8EIPSJ5J20,Hegenheimermattweg 167b,4123,Allschwil,7.552541,47.561138,"Hegenheimermattweg 167b, 4123 Allschwil",hq,industrie,total_group,232.38,CHF,net_sales,1000000,40.24,CHF,1000000,"Entwicklung und Vermarktung von Antiinfektiva gegen schwere bakterielle und Pilzinfektionen, u. a. die eigenen Präparate Cresemba (Antimykotikum) und Zevtera (Antibiotikum), sowie Lizenz-/Vertragserträge aus Partnerschaften (u. a. Astellas, Pfizer).",https://www.basilea.com/who-we-are,2000,https://www.basilea.com/25years/,189,2025,https://www.basilea.com/investor-center?tx_x4ebasileanews_download%5Baction%5D=download&tx_x4ebasileanews_download%5Bcontroller%5D=NewsDownload&tx_x4ebasileanews_download%5Blanguage%5D=english&tx_x4ebasileanews_download%5Bnews%5D=1569&type=1546693486&cHash=941680708fc33413be37ee0e35401e4c,"'Total revenue' setzt sich laut Bericht aus Product revenue (50.8 Mio.), Contract revenue (143.6 Mio., v. a. Lizenz-/Meilensteinzahlungen von Astellas und Pfizer) und Other revenue (38.0 Mio., v. a. BARDA/CARB-X) zusammen; anders als im Partners-Group-Beispiel (Regel 7) grenzt der Bericht diese Bestandteile nirgends selbst als 'nicht Umsatz' ab, sie werden durchgängig als Revenue geführt — daher als net_sales-Analogon eingetragen (Basilea weist keine gesonderte 'Sales'-Zeile aus, da Lizenzerträge Kerngeschäft sind). Mitarbeitende: Bericht nennt nur eine Zahl, '189 employees from 26 countries' (Abschnitt 'At a glance'), ohne separate FTE-Angabe – als Kopfzahl übernommen (Regel 6 trifft nicht mit Auswahlkonflikt zu, da nur ein Wert vorliegt). Nettogewinn CHF 40.240 Mio. ist laut Bilanz (Zeile 'Net profit' unter Accumulated deficit) direkt Teil des Eigenkapitals ohne Minderheitsanteile, also vollständig aktionärszurechenbar (Regel 5 unproblematisch).",yes
CHE108954493,Basler Kantonalbank,BSKP,CH0009236461,HV5W8PGLJ127N2SFSM23,Aeschenvorstadt 41,4051,Basel,7.593362,47.552692,"Aeschenvorstadt 41, 4051 Basel",hq,finanz,total_group,675.098,CHF,operating_income,1000000,202.808,CHF,1000000,"Bankdienstleistungen für Privat- und Firmenkunden: Konten, Sparen, Vermögensverwaltung, Hypotheken/Kredite und Zahlungsverkehr.",https://www.bkb.ch/de/die-basler-kantonalbank,1899,https://www.bkb.ch/de/die-basler-kantonalbank/portraet/geschichte-der-basler-kantonalbank,1443,2025,https://report.bkb.ch/2025/konzern-bkb-auf-einen-blick,"Bank: Umsatzäquivalent ist der Geschäftsertrag des Konzerns (keine Nettoumsatzerlöse). employees = Headcount 1'443 gemäss Bericht; Vollzeitäquivalente (FTE) betragen 1'273. Geschäftsertrag und Konzerngewinn stammen aus derselben konsolidierten Konzernrechnung, Geschäftsjahr 2025.",yes
CHE-102.169.627,BB Biotech AG,BION,CH0038389992,391200MBZQNPFHIVKO34,Schwertstrasse 6,8200,Schaffhausen,8.632635,47.697353,"Schwertstrasse 6, 8200 Schaffhausen",hq,finanz,total_group,,,,,578.133,CHF,1000000,"Beteiligungsgesellschaft mit dauerhaftem Kapital, die börsennotierte Biotechnologie-Unternehmen zur Wertsteigerung erwirbt und hält, ohne selbst Produkte herzustellen.",https://www.bbbiotech.ch/all-en/all/portfolio/investment-strategy,1993,"https://www.bbbiotech.ch/_Resources/Persistent/7/4/6/c/746cb818af6a39ab5739cd1965eb90e4e93dae2a/BB%20Biotech%20AG%20GB%202025_en.pdf (S. 127, Tabelle 'Official listing and share structure': 'Foundation - November 9, 1993, Schaffhausen, Switzerland')",,2025,https://www.bbbiotech.ch/_Resources/Persistent/7/4/6/c/746cb818af6a39ab5739cd1965eb90e4e93dae2a/BB%20Biotech%20AG%20GB%202025_en.pdf,"BB Biotech AG ist eine reine Beteiligungsgesellschaft (Investmentgesellschaft mit dauerhaftem Kapital), die in Aktien von Biotech-Unternehmen investiert; die konsolidierte Gesamterfolgsrechnung (Annual Report 2025, S. 24) kennt keine Position 'Umsatz'/'Nettoerlös', sondern nur 'Operating income' aus Kursgewinnen auf Wertschriften (CHF 614.1 Mio.), Zins-, FX- und sonstigem Ertrag - das ist Anlageergebnis (Portfolioperformance), nicht Umsatz aus operativer Geschäftstätigkeit, deshalb bleibt revenue leer. employees ist ebenfalls leer: BB Biotech AG hat laut Geschäftsbericht (Vergütungsbericht, Ziff. 1.1) keine eigene Geschäftsleitung/Mitarbeitende - die Anlageverwaltung ist vollständig an die externe Bellevue Asset Management AG delegiert; die im Bericht genannten 72.8 FTE (S. 116) betreffen den Investment Manager Bellevue, nicht die BB Biotech AG selbst.",yes
CHE108955216,Berner Kantonalbank AG,BEKN,CH0009691608,4T0J6O251JXNEB0VEZ08,Bundesplatz 8,3011,Bern,7.443549,46.947147,"Bundesplatz 8, 3011 Bern",hq,finanz,total_group,547.297,CHF,operating_income,1000000,175.355,CHF,1000000,"Universalbank mit Konten, Karten, Hypotheken, Anlage- und Kreditlösungen sowie Vorsorgeberatung für Privat- und Firmenkunden in den Kantonen Bern und Solothurn.",https://www.bekb.ch/die-bekb/portraet,1834,https://www.bekb.ch/die-bekb/portraet/geschichte,1264,2025,https://report.bekb.ch/2025/app/uploads/BEKB_Geschaeftsbericht_2025_de.pdf,"Die BEKB hielt per 31.12.2025 keine wesentlichen konsolidierungspflichtigen Tochtergesellschaften ('Konzernstruktur und Aktionariat', S. 53); die ausgewiesene Erfolgsrechnung ist somit bereits die für den gesamten Betrieb geltende Rechnung, es gibt keinen separaten Minderheitsanteil. Mitarbeitendenzahl 1264 ist die Kopfzahl 'Anzahl Mitarbeitende' ohne die 9 Verwaltungsräte (inkl. VR: 1273 Köpfe); teilzeitbereinigt sind es 1056 (Mitarbeitende) bzw. 1058 (inkl. VR).",yes
CHE100925186,BELIMO Holding AG,BEAN,CH1101098163,506700339DLX749VEM23,"Brunnenbachstrasse 1, Group Treasury",8340,Hinwil,8.820086,47.305943,"Brunnenbachstrasse 1, Group Treasury, 8340 Hinwil",hq,industrie,total_group,1120.813,CHF,net_sales,1000000,181.625,CHF,1000000,"Entwicklung, Herstellung und Vertrieb von Feldgeräten für die Heizungs-, Lüftungs- und Klimatechnik (HLK/HVAC) — insbesondere Antriebe (Damper Actuators) und Regelventile (Control Valves).",https://www.belimo.com/us/en_US/products,1975,https://www.belimo.com/mam/corporate-communications/pictures-graphics/history/40_years_belimo.pdf,2817,2025,https://report.belimo.com/ar25/app/uploads/Annual-Report-2025.pdf,"Der Bericht nennt zwei Mitarbeiterzahlen: 2'704 Vollzeitäquivalente (FTEs) per 31.12.2025 (Kennzahlentabelle 'Number of Employees, FTEs as at December 31') und 2'817 Personen (Headcount) als Jahresdurchschnitt/-gesamtzahl im Sustainability-Abschnitt ('Belimo employed a total of 2 817 people (headcount)'). Gemäss Regel 6 wurde die Kopfzahl (2'817) eingetragen. Nettogewinn ist laut Erfolgsrechnung fast vollständig den Aktionären zurechenbar (Minderheitsanteile 2025: CHF 0, 2024: CHF -60 Tsd.) — Regel 5 daher unproblematisch.",yes
CHE105805112,Bell Food Group AG,BELL,CH0315966322,50670090YSFJ2732TD58,Elsässerstr. 174,4056,Basel,7.574867,47.574245,"Elsässerstr. 174, 4056 Basel",hq,industrie,total_group,4884.8,CHF,net_sales,1000000,69.6,CHF,1000000,"Herstellung und Vertrieb von Fleisch- und Wurstwaren, Convenience-Food (Fertiggerichte, Salate, Tiefkühlprodukte) sowie Gewürzen und Suppen unter Marken wie Bell, Eisberg, Hilcona und Hügli.",https://www.bellfoodgroup.com/en/about-us,1869,https://www.bellfoodgroup.com/en/investors/annual-report,13709,2025,https://www.bellfoodgroup.com/no_index/investoren/geschaeftsberichte/2025/pdfs/geschaeftsbericht/annual-report-bell-food-group-2025.pdf,"Bell weist im Situationsbericht zusätzlich um Einmaleffekte 'adjusted' Kennzahlen aus (u. a. 'Annual result adjusted' CHF 126.9 Mio.), da im August 2025 die osteuropäischen Eisberg-Gesellschaften (Rumänien, Ungarn, Polen) verkauft wurden und daraus ein einmaliger Veräusserungsgewinn von CHF 11.3 Mio. resultierte. Diese Transaktion wurde jedoch nicht als 'discontinued operations' im Sinne von Regel 2 in der primären Erfolgsrechnung ausgewiesen, sondern die verkauften Gesellschaften sind bis zum Verkaufsdatum regulär im Konzernergebnis konsolidiert; es existiert keine separate 'fortgeführtes Geschäft'-Spalte. Eingetragen wurde daher die reportierte (nicht die adjustierte) Zeile 'Net revenue' bzw. 'Annual result' aus der Konsolidierten Erfolgsrechnung, consolidation_basis: total_group. Mitarbeitende: Der Bericht zeigt zwei Reihen im Abschnitt 'People' — 'Headcount as of 31.12 in number of persons' (2025: 13'709) und 'translated to full-time equivalents' (2025: 12'644, identisch mit der FTE-Spalte der Segmentberichterstattung). Gemäss Regel 6 wurde die Kopfzahl (13'709) eingetragen. Der Gewinn (CHF 69.6 Mio.) ist laut Erfolgsrechnung vollständig den Aktionären zurechenbar ('thereof minorities: 0.0'; Regel 5 unproblematisch).",yes
CHE-103.354.475,BELLEVUE GROUP AG,BBN,CH0028422100,549300K4OOI7NV0BQ816,Theaterstrasse 12,8001,Zürich,8.546552,47.366432,"Theaterstrasse 12, 8001 Zürich",hq,finanz,total_group,52.568,CHF,operating_income,1000000,1.886,CHF,1000000,"Vermögensverwaltung (Asset Management) und Anlagefonds, spezialisiert auf Healthcare-Investments, Small-/Mid-Cap-Unternehmerbeteiligungen und Multi-Asset-Strategien.",https://report.bellevue.ch/2025/en/business-model-and-strategy,1993,https://www.bellevue.ch/all-en/all/about-us/what-makes-us-different,73,2025,https://report.bellevue.ch/2025/en/consolidated-income-statement,"Bank/Vermögensverwalter, daher kein Umsatz im engeren Sinn; Geschäftsertrag (""Total operating income""/""Income"") als Gegenstück verwendet, Zeile ist im Bericht ausdrücklich so benannt und deckt sich mit der Summe aus Revenues from asset management services (52.596), Income from financial investments (0.560) und Net other income (-0.588). Mitarbeitende laut Bericht 72.8 FTE (Stichtag 31.12.2025), auf 73 gerundet. Group net profit ist bereits der volle den Aktionären zurechenbare Gewinn, keine Minderheitsanteile ausgewiesen.",yes
CHE-114.512.761,BioVersys AG,BIOV,CH0210362643,894500UFIGC75NPZEZ68,Hochbergerstrasse 60C,4057,Basel,7.597158,47.578415,"Hochbergerstrasse 60C, 4057 Basel",hq,industrie,total_group,,,,,-21.8,CHF,1000000,"Klinische Entwicklung neuartiger Antibiotika gegen multiresistente Bakterien (u.a. BV100, Alpibectir); noch keine zugelassenen, verkauften Produkte.",https://www.bioversys.com/about-us/,2008,https://bsse.ethz.ch/department/spin-offs.html,33,2025,https://ir.bioversys.com/news/bioversys-reports-corporate-highlights-and-financial-results-for-the-full-year-2025/9a2f1da9-c2c0-438d-a0cb-f9069853a44c,"BioVersys ist ein klinisches Biotech-Unternehmen ohne zugelassenes Produkt und daher ohne Produktumsatz im eigentlichen Sinn (geprüft: kein net_sales vorhanden). 2025 wies das Unternehmen CHF 0.8 Mio. ""revenues"" aus einer Forschungskollaboration mit Shionogi sowie CHF 2.5 Mio. ""other operating income"" (Forschungsförderung/Steuergutschriften/Subventionen) aus, zusammen CHF 3.3 Mio. ""Total operating income"" – das ist Kollaborations- und Fördergeld, kein Verkaufsumsatz, daher revenue-Feld leer gelassen statt mit einer nicht vergleichbaren Zahl gefüllt. Mitarbeitende laut Bericht 33 FTE per 31.12.2025 (Vorjahr 27 FTE).",yes
CHE283101148,BKW AG,BKW,CH0130293662,549300IE30SKTUO98Q38,Viktoriaplatz 2,3013,Bern,7.450731,46.955261,"Viktoriaplatz 2, 3013 Bern",hq,industrie,total_group,4201.2,CHF,net_sales,1000000,356.8,CHF,1000000,"Energie- und Infrastrukturdienstleistungen: Stromproduktion und -handel, Betrieb von Stromnetzen (BKW Power Grid), Engineering- und Gebäudetechnikprojekte sowie Infrastrukturbau über die Marken BKW Energy, BKW Building Solutions, BKW Engineering und BKW Infra Services.",https://www.bkw.com/en/about-us/the-bkw-group,1898,https://www.bkw.ch/de/ueber-uns/die-bkw-gruppe/125-jahre-125-fragen/die-pionierin/wie-entstand-die-bkw,12390,2025,https://www.bkw.ch/fileadmin/GB25/GB_2025/Geschaeftsbericht_2025_Deutsch.pdf,"Es gibt in der Kategorienliste keine eigene Energieversorgungs-Kategorie; BKW als Energie-/Infrastrukturkonzern wurde daher 'industrie' zugeordnet. In der Erfolgsrechnung steht neben 'Nettoumsatz' (eingetragen, CHF 4'201.2 Mio.) auch 'Gesamtleistung' (CHF 4'543.6 Mio., inkl. aktivierter Eigenleistungen und sonstiger betrieblicher Erträge) — das ist eine Summe und wurde bewusst NICHT verwendet. Reingewinn der Gruppe inkl. Minderheitsanteile betrug CHF 387.9 Mio.; eingetragen ist der den BKW-Aktionären zurechenbare Anteil von CHF 356.8 Mio. (nicht beherrschende Anteile: CHF 31.0 Mio.). Mitarbeitende ist die im Bericht ausgewiesene Kopfzahl ('Anzahl Mitarbeitende' per 31.12.2025); eine FTE-Zahl wird im Bericht nicht separat genannt.",yes
CHE102904137,Bossard Holding AG,BOSN,CH0238627142,5067001959OEPG6X8016,Steinhauserstrasse 70,6300,Zug,8.494481,47.186623,"Steinhauserstrasse 70, 6300 Zug",hq,handel,total_group,1068.946,CHF,net_sales,1000000,71.891,CHF,1000000,"Distribution von Verbindungs- und Befestigungstechnik (Schrauben, Muttern und verwandte Komponenten) inklusive eigener Bossard-ecosyn-Markenprodukte sowie zugehöriger Engineering- und Logistikdienstleistungen (Smart Factory Logistics) für Industriekunden.",https://www.bossard.com/ch-en/about-us/bossard-group/who-we-are/,1831,https://www.bossard.com/ch-en/about-us/bossard-group/who-we-are/history/,3156,2025,https://ir.bossard.com/media/document/c6617905-e913-439e-b10c-21631ddd164a/assets/Bossard_Annual_Report_2025_EN_full_Version_web.pdf,"Mitarbeitende: Der Bericht weist nur Vollzeitäquivalente (FTE) aus, keine gesonderte Kopfzahl (Regel 6 daher nicht anwendbar mangels zweiter Zahl). Eingetragen ist die FTE-Zahl per Stichtag 31.12.2025 (3'156, gegenüber 2'924 im Vorjahr, Anstieg v. a. durch die Akquisition von Ferdinand Gross); daneben nennt der Bericht separat den Jahresdurchschnitt der FTE (3'144, Vorjahr 2'878). Die im Marketingtext genannte gerundete Zahl 'around 3,300 employees' wurde bewusst nicht verwendet (Regel 6: nie runden). Gewinn CHF 71.891 Mio. ist der den Aktionären der Bossard Holding AG zurechenbare Anteil; davon abweichend beträgt der Konzerngewinn inkl. Minderheitsanteilen CHF 74.648 Mio. (Minderheitsanteil CHF 2.757 Mio., v. a. aus nicht vollständig konsolidierten Tochtergesellschaften) — Regel 5.",yes
CHE-100.619.832,Bucher Industries AG,BUCN,CH0002432174,52990014AQ91A29HPB27,Murzlenstrasse 80,8166,Niederweningen,8.366672,47.510715,"Murzlenstrasse 80, 8166 Niederweningen",hq,industrie,total_group,2914.3,CHF,net_sales,1000000,235.0,CHF,1000000,"Herstellung von Landtechnik (Kuhn Group), Kommunalfahrzeugen und Strassenreinigungsmaschinen (Bucher Municipal), Hydraulikkomponenten (Bucher Hydraulics) sowie Maschinen zur Glasbehälterproduktion (Bucher Emhart Glass) und weiteren Spezialmaschinen (Bucher Specials).",https://www.bucherindustries.com/en/about-us,1807,https://www.bucherindustries.com/en/about-us/history,14198,2025,https://www.bucherindustries.com/index.php?eID=dumpFile&t=f&f=4705&token=bc1f1f8cea6d45f6fdf8079359462f839fe5bbe3,"Mitarbeitende: Der Bericht weist im Sustainability-Teil die Tabelle 'Number of employees as at year-end' mit 14'198 Personen aus (Summe aus 12'268 Festangestellten, 397 Lernenden, 1'533 befristet/temporär Beschäftigten) — dies ist eine Kopfzahl (Regel 6). Daneben nennt der Bericht divisionsweise 'Average number of full-time equivalents' (FTE) für interne Kennzahlen wie 'Net sales per FTE'; diese FTE-Werte wurden nicht verwendet, da die Jahresend-Kopfzahl explizit vorliegt. Gewinn CHF 235.0 Mio. ist der den Aktionären der Bucher Industries AG zurechenbare Anteil; der Minderheitsanteil beträgt lediglich CHF 0.4 Mio. (Gesamtkonzerngewinn 235.4 Mio.) — Regel 5. Keine Hinweise auf aufgegebene Geschäftsbereiche oder 'discontinued operations' in der Erfolgsrechnung gefunden.",yes
CHE109421288,Burckhardt Compression Holding AG,BCHN,CH0025536027,5067004N56DLX7GY3E95,Franz-Burckhardt-Strasse 5,8404,Winterthur,8.760781,47.502769,"Franz-Burckhardt-Strasse 5, 8404 Winterthur",hq,industrie,total_group,1057.089,CHF,net_sales,1000000,110.108,CHF,1000000,"Herstellung von Kolbenkompressoren und Kompressorsystemen für Industriegase, Prozessgase, Erdgastransport und -speicherung, inklusive zugehöriger Serviceleistungen und Ersatzteile.",https://www.burckhardtcompression.com/about/company/,1844,https://www.burckhardtcompression.com/fileadmin/uploads/burckhardt/documents/reports/archive/annual-report-2025-burckhardt-compression-260624-en.pdf,3305,2026,https://www.burckhardtcompression.com/fileadmin/uploads/burckhardt/documents/reports/archive/annual-report-2025-burckhardt-compression-260624-en.pdf,"Geschäftsjahr (vom Unternehmen intern ""fiscal year 2025"" genannt) läuft laut Bericht wörtlich vom 1. April 2025 bis 31. März 2026; da abweichendes Geschäftsjahr, wurde gemäss Vorgabe das Endjahr 2026 eingetragen. Gewinn ist der Aktionärsanteil ""Share of net income attributable to shareholders of Burckhardt Compression Holding AG"" CHF 110.108 Mio.; der volle Konzerngewinn (Net income) betrug CHF 110.144 Mio., davon CHF 0.036 Mio. Minderheitsanteile. Mitarbeitende: 3'305 FTE per Ende Geschäftsjahr (Bericht weist nur FTE, keine Kopfzahl, aus).",yes
CHE101267612,Burkhalter Holding AG,BRKN,CH0212255803,3912002Q7RGEIHPQ0J90,Flurstrasse 55,8048,Zürich,8.494871,47.384094,"Flurstrasse 55, 8048 Zürich",hq,bau,total_group,1201.526,CHF,net_sales,1000000,61.336,CHF,1000000,"Elektroinstallationen sowie Heizungs-, Lüftungs-, Sanitär- und Kältetechnik, Photovoltaik- und Ladeinfrastruktur für Gebäude in der Schweiz und im Fürstentum Liechtenstein",https://www.burkhalter.ch/de/ueber-uns,1959,https://www.burkhalter.ch/de/ueber-uns,5356,2025,https://www.burkhalter.ch/fileadmin/buma/doc/Ueber_uns/Publikationen/2026/Burkhalter_FB_2025_DE.pdf,"Konzernergebnis inkl. Minderheitsaktionäre betrug 61'340 TCHF (davon 4 TCHF Minderheitsanteile); eingetragen ist der Aktionärsanteil von 61'336 TCHF. Employees als Vollzeitstellen (FTE) ausgewiesen, der Bericht nennt keine separate Kopfzahl. Die KPI-Übersicht (S.3) weist 'Umsatz netto' 1'207'547 TCHF aus; das ist die Summe aus der Zeile 'Nettoerlöse aus Lieferungen und Leistungen' (1'201'526 TCHF) und 'Veränderung Aufträge in Arbeit' (6'021 TCHF) - eingetragen ist die tatsächliche Umsatzzeile aus der Konzernerfolgsrechnung.",yes
CHE101105659,BVZ Holding AG,BVZN,CH0008207356,506700R7ZF010M400A82,Bahnhofplatz 7,3900,Brig,7.986217,46.319256,"Bahnhofplatz 7, 3900 Brig",hq,verkehr,total_group,230.336,CHF,operating_income,1000000,32.187,CHF,1000000,"Bahnbetrieb (Matterhorn Gotthard Bahn, Gornergrat Bahn) mit Personen-, Auto- und Güterverkehr sowie alpiner Ausflugstourismus (u.a. Glacier Express); daneben Immobilien- und Beteiligungsgeschäft.",https://www.bvzholding.ch/de/menue/unternehmen/gruppenstruktur-marken/,1999,https://www.bvzholding.ch/de/menue/unternehmen/geschichte/chronologie/,695,2025,https://cache.pressmailing.net/content/bfc950c7-1dae-4c20-a0d5-c62a178375e4/Gescha%CC%88ftsbericht%20BV~Holding%20AG%202025.pdf,"Bahn-/Tourismuskonzern, daher 'Betriebsertrag' (nicht 'Umsatz') als Ertragszeile verwendet, so im Bericht selbst benannt. Gewinn: Gesamtergebnis 'Gewinn (+)/Verlust (-)' CHF 34.932 Mio. inkl. Minderheiten; eingetragen ist der Aktionärsanteil 'davon Anteil Aktionäre/Aktionärinnen der BVZ Holding AG' CHF 32.187 Mio. (Minderheitsanteil CHF 2.745 Mio., v.a. aus nicht vollständig konsolidierten Tochtergesellschaften wie Gornergrat Bahn AG oder Glacier Express AG). Mitarbeitende: 695 (Ø FTE 'Eigene Mitarbeitende' 2025 laut Bericht, ohne rund 28.8 temporäre Mitarbeitende); BVZ Holding AG selbst beschäftigt keine eigenen Mitarbeitenden (Angestellte sind bei den operativen Gruppengesellschaften). Gründungsjahr 1999 bezieht sich auf die Umwandlung der BVZ Zermatt-Bahn in die BVZ Holding AG; die Vorgängerbahn (Visp-Zermatt-Bahn) nahm bereits 1891 den Betrieb auf.",yes
CHE107433300,Bystronic AG,BYS,CH0244017502,529900OG85OX10GRW920,Giesshübelstrasse 45,8045,Zürich,8.520202,47.357567,"Giesshübelstrasse 45, 8045 Zürich",hq,industrie,total_group,613.2,CHF,net_sales,1000000,-28.9,CHF,1000000,"Maschinen, Laser- und Biegesysteme sowie Automatisierungslösungen für die Blechbearbeitung (Laserschneiden, Abkanten) für die metallverarbeitende Industrie.",https://www.bystronic.com/int/de/,1964,https://www.bystronic.com/int/de/career/ueber-uns/geschichte,2899,2025,https://ir.bystronic.com/media/document/34b18936-7271-45e5-a7a2-4e6578dcff7c/assets/Annual_Report_2025_small.pdf,"Bystronic weist 2025 einen Konzernverlust aus (Net result CHF -28.9 Mio.), vollständig den Aktionären von Bystronic AG zurechenbar (keine Minderheitsanteile ausgewiesen). Beschäftigte: Der ESRS-S1-Abschnitt 'Total workforce' nennt 2'899 Köpfe ('Total employees') per Ende 2025; daneben wird in den Kennzahlen der 'Average number of full-time equivalents' von 2'907 genannt - hier wurde gemäss Regel die Kopfzahl (2'899) eingetragen.",yes
CHE101017162,C Capital Holdings AG,CCAP,CH0006326851,549300UP4QMIDIT51391,Limmatquai 4,8001,Zurich,8.544892,47.367981,"Limmatquai 4, 8001 Zurich",hq,,,,,,,,,,,,,,,,,,no
CHE100688224,Calida Holding AG,CALN,CH0126639464,5067000IPI8X0DOOM496,"Bahnstrasse, 40",6208,Oberkirch LU,8.107877,47.163605,"Bahnstrasse, 40, 6208 Oberkirch LU",hq,industrie,continuing_operations,215.894,CHF,net_sales,1000000,7.076,CHF,1000000,"Herstellung und Verkauf von Tag-, Nacht- und Loungewear sowie Dessous unter den Marken CALIDA, AUBADE und COSABELLA.",https://www.calidagroup.com/de/gruppe/,1941,https://www.calidagroup.com/de/gruppe/,1883,2025,https://www.calidagroup.com/media/filer_public/45/65/4565c824-bd8a-4478-a517-1cef725c98ee/calida_group_annual-report_2025.pdf,"LAFUMA MOBILIER wurde per 31.07.2024 verkauft und wird 2025 als 'discontinued operation' geführt (Falle 2); die Erfolgsrechnung ist bereits durchgängig auf 'continuing operations' aufgebaut (Nettoumsatz 215.894 Mio. enthält kein Lafuma-Mobilier-Geschäft mehr). Um Umsatz und Gewinn im selben Konsolidierungskreis zu halten (Falle 3), wurde der Aktionärsanteil am fortgeführten Geschäft berechnet: 'shareholders of CALIDA Holding AG' gesamt CHF 10.429 Mio. abzüglich des laut Bericht 'in full' den Aktionären zurechenbaren Ergebnisses aus aufgegebenem Geschäft (Lafuma-Verkaufsgewinn CHF 3.353 Mio.) = CHF 7.076 Mio. Aktionärsanteil aus fortgeführtem Geschäft. Mitarbeitende: 'Headcount as of 31 December' 1'883 (Kopfzahl, keine Rundung nötig).",yes
CHE-103.559.824,CASTLE PRIVATE EQUITY AG,CPEN,CH0048854746,549300VE2QDR72P5GI16,SCHUETZENSTRASSE 6,8808,FREIENBACH,8.786922,47.200813,"SCHUETZENSTRASSE 6, 8808 FREIENBACH",hq,,,,,,,,,,,,,,,,,,no
